student_name,grade_level,course_name,term,teacher_name,term_grade
Nadia Patel,3,Grade 3 Science,Fall 2025,Kenji Gomez,B
Nadia Patel,3,Grade 3 Science,Spring 2026,Uriel Yazzie,A
Nadia Patel,3,Grade 3 Science,Fall 2026,Rosa Cruz,B
Nadia Patel,3,Grade 3 Social Studies,Fall 2025,Tomas Bennett,A
Nadia Patel,3,Grade 3 Social Studies,Spring 2026,Beatriz Romero,C
Nadia Patel,3,Grade 3 Social Studies,Fall 2026,Andre Nguyen,C
Nadia Patel,3,Grade 3 Art,Fall 2025,Felix Yazzie,B
Nadia Patel,3,Grade 3 Art,Spring 2026,Xavier Torres,B
Nadia Patel,3,Grade 3 Art,Fall 2026,Beatriz Romero,B
Javier Chavez,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,C
Javier Chavez,4,Grade 4 Reading,Spring 2026,Renata Chen,A
Javier Chavez,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,B
Javier Chavez,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,F
Javier Chavez,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,B
Javier Chavez,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,B
Javier Chavez,4,Grade 4 Science,Fall 2025,Hana Valdez,D
Javier Chavez,4,Grade 4 Science,Spring 2026,Marisol Padilla,D
Javier Chavez,4,Grade 4 Science,Fall 2026,Kenji Mendoza,B
Javier Chavez,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,C
Javier Chavez,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,F
Javier Chavez,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,F
Javier Chavez,4,Grade 4 Art,Fall 2025,Ana Tsosie,C
Javier Chavez,4,Grade 4 Art,Spring 2026,Uriel Chavez,C
Javier Chavez,4,Grade 4 Art,Fall 2026,Kaya Gomez,C
Isaac Yazzie,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,B
Isaac Yazzie,4,Grade 4 Reading,Spring 2026,Renata Chen,A
Isaac Yazzie,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,A
Isaac Yazzie,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,A
Isaac Yazzie,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,C
Isaac Yazzie,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,C
Isaac Yazzie,4,Grade 4 Science,Fall 2025,Hana Valdez,B
Isaac Yazzie,4,Grade 4 Science,Spring 2026,Marisol Padilla,C
Isaac Yazzie,4,Grade 4 Science,Fall 2026,Kenji Mendoza,A
Isaac Yazzie,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,C
Isaac Yazzie,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,C
Isaac Yazzie,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,A
Isaac Yazzie,4,Grade 4 Art,Fall 2025,Ana Tsosie,B
Isaac Yazzie,4,Grade 4 Art,Spring 2026,Uriel Chavez,C
Isaac Yazzie,4,Grade 4 Art,Fall 2026,Kaya Gomez,D
Ana Salazar,0,Grade 0 Reading,Fall 2025,Marisol Perez,A
Ana Salazar,0,Grade 0 Reading,Spring 2026,Miguel Kim,A
Ana Salazar,0,Grade 0 Reading,Fall 2026,Felix Yazzie,B
Ana Salazar,0,Grade 0 Mathematics,Fall 2025,Jasmine Martinez,C
Ana Salazar,0,Grade 0 Mathematics,Spring 2026,Javier Silva,B
Ana Salazar,0,Grade 0 Mathematics,Fall 2026,Ana Silva,D
Ana Salazar,0,Grade 0 Science,Fall 2025,Adrian Velasquez,B
Ana Salazar,0,Grade 0 Science,Spring 2026,Valeria Cruz,B
Ana Salazar,0,Grade 0 Science,Fall 2026,Keisha Bell,B
Ana Salazar,0,Grade 0 Social Studies,Fall 2025,Ana Tsosie,A
Ana Salazar,0,Grade 0 Social Studies,Spring 2026,Hana Ortiz,B
Ana Salazar,0,Grade 0 Social Studies,Fall 2026,Beatriz Padilla,B
Diego Chen,2,Grade 2 Reading,Fall 2025,Jasmine Martinez,C
Diego Chen,2,Grade 2 Reading,Spring 2026,Aaliyah Chen,B
Diego Chen,2,Grade 2 Reading,Fall 2026,Ana Tsosie,B
Diego Chen,2,Grade 2 Mathematics,Fall 2025,Marisol Padilla,C
Diego Chen,2,Grade 2 Mathematics,Spring 2026,Marisol Padilla,B
Diego Chen,2,Grade 2 Mathematics,Fall 2026,Kaya Cruz,B
Diego Chen,2,Grade 2 Science,Fall 2025,Ana Tsosie,A
Diego Chen,2,Grade 2 Science,Spring 2026,Valeria Cruz,B
Diego Chen,2,Grade 2 Science,Fall 2026,Nadia Yazzie,C
Diego Chen,2,Grade 2 Social Studies,Fall 2025,Renata Chen,A
Diego Chen,2,Grade 2 Social Studies,Spring 2026,Nadia Gutierrez,A
Diego Chen,2,Grade 2 Social Studies,Fall 2026,Felix Nguyen,B
Serena Ramirez,2,Grade 2 Reading,Fall 2025,Jasmine Martinez,B
Serena Ramirez,2,Grade 2 Reading,Spring 2026,Aaliyah Chen,A
Serena Ramirez,2,Grade 2 Reading,Fall 2026,Ana Tsosie,A
Serena Ramirez,2,Grade 2 Mathematics,Fall 2025,Marisol Padilla,A
Serena Ramirez,2,Grade 2 Mathematics,Spring 2026,Marisol Padilla,A
Serena Ramirez,2,Grade 2 Mathematics,Fall 2026,Kaya Cruz,F
Serena Ramirez,2,Grade 2 Science,Fall 2025,Ana Tsosie,C
Serena Ramirez,2,Grade 2 Science,Spring 2026,Valeria Cruz,C
Serena Ramirez,2,Grade 2 Science,Fall 2026,Nadia Yazzie,C
Serena Ramirez,2,Grade 2 Social Studies,Fall 2025,Renata Chen,C
Serena Ramirez,2,Grade 2 Social Studies,Spring 2026,Nadia Gutierrez,C
Serena Ramirez,2,Grade 2 Social Studies,Fall 2026,Felix Nguyen,A
Carlos Rivera,5,Grade 5 Reading,Fall 2025,Tomas Jimenez,D
Carlos Rivera,5,Grade 5 Reading,Spring 2026,Felix Yazzie,A
Carlos Rivera,5,Grade 5 Reading,Fall 2026,Xavier Torres,B
Carlos Rivera,5,Grade 5 Mathematics,Fall 2025,Kaya Gomez,B
Carlos Rivera,5,Grade 5 Mathematics,Spring 2026,Nadia Yazzie,B
Carlos Rivera,5,Grade 5 Mathematics,Fall 2026,Kenji Mendoza,B
Carlos Rivera,5,Grade 5 Science,Fall 2025,Beatriz Padilla,C
Carlos Rivera,5,Grade 5 Science,Spring 2026,Aaliyah Chen,C
Carlos Rivera,5,Grade 5 Science,Fall 2026,Gabriela Ramirez,C
Carlos Rivera,5,Grade 5 Social Studies,Fall 2025,Hana Ortiz,C
Carlos Rivera,5,Grade 5 Social Studies,Spring 2026,Javier Patel,A
Carlos Rivera,5,Grade 5 Social Studies,Fall 2026,Rosa Cruz,C
Carlos Rivera,5,Grade 5 Art,Fall 2025,Hector Vasquez,A
Carlos Rivera,5,Grade 5 Art,Spring 2026,Rosa Cruz,F
Carlos Rivera,5,Grade 5 Art,Fall 2026,Jasmine Silva,A
Paloma Chavez,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,A
Paloma Chavez,4,Grade 4 Reading,Spring 2026,Renata Chen,B
Paloma Chavez,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,C
Paloma Chavez,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,A
Paloma Chavez,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,C
Paloma Chavez,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,F
Paloma Chavez,4,Grade 4 Science,Fall 2025,Hana Valdez,A
Paloma Chavez,4,Grade 4 Science,Spring 2026,Marisol Padilla,B
Paloma Chavez,4,Grade 4 Science,Fall 2026,Kenji Mendoza,A
Paloma Chavez,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,A
Paloma Chavez,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,A
Paloma Chavez,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,A
Paloma Chavez,4,Grade 4 Art,Fall 2025,Ana Tsosie,A
Paloma Chavez,4,Grade 4 Art,Spring 2026,Uriel Chavez,A
Paloma Chavez,4,Grade 4 Art,Fall 2026,Kaya Gomez,B
Samuel Nguyen,3,Grade 3 Reading,Fall 2025,Sebastian Gomez,D
Samuel Nguyen,3,Grade 3 Reading,Spring 2026,Tomas Bennett,A
Samuel Nguyen,3,Grade 3 Reading,Fall 2026,Aaliyah Chen,D
Samuel Nguyen,3,Grade 3 Mathematics,Fall 2025,Gabriela Ramirez,A
Samuel Nguyen,3,Grade 3 Mathematics,Spring 2026,Adrian Ibarra,A
Samuel Nguyen,3,Grade 3 Mathematics,Fall 2026,Aaliyah Chen,A
Samuel Nguyen,3,Grade 3 Science,Fall 2025,Kenji Gomez,C
Samuel Nguyen,3,Grade 3 Science,Spring 2026,Uriel Yazzie,B
Samuel Nguyen,3,Grade 3 Science,Fall 2026,Rosa Cruz,C
Samuel Nguyen,3,Grade 3 Social Studies,Fall 2025,Tomas Bennett,D
Samuel Nguyen,3,Grade 3 Social Studies,Spring 2026,Beatriz Romero,A
Samuel Nguyen,3,Grade 3 Social Studies,Fall 2026,Andre Nguyen,C
Samuel Nguyen,3,Grade 3 Art,Fall 2025,Felix Yazzie,C
Samuel Nguyen,3,Grade 3 Art,Spring 2026,Xavier Torres,C
Samuel Nguyen,3,Grade 3 Art,Fall 2026,Beatriz Romero,C
Wren Patel,2,Grade 2 Reading,Fall 2025,Jasmine Martinez,C
Wren Patel,2,Grade 2 Reading,Spring 2026,Aaliyah Chen,C
Wren Patel,2,Grade 2 Reading,Fall 2026,Ana Tsosie,C
Wren Patel,2,Grade 2 Mathematics,Fall 2025,Marisol Padilla,B
Wren Patel,2,Grade 2 Mathematics,Spring 2026,Marisol Padilla,B
Wren Patel,2,Grade 2 Mathematics,Fall 2026,Kaya Cruz,A
Wren Patel,2,Grade 2 Science,Fall 2025,Ana Tsosie,B
Wren Patel,2,Grade 2 Science,Spring 2026,Valeria Cruz,C
Wren Patel,2,Grade 2 Science,Fall 2026,Nadia Yazzie,A
Wren Patel,2,Grade 2 Social Studies,Fall 2025,Renata Chen,B
Wren Patel,2,Grade 2 Social Studies,Spring 2026,Nadia Gutierrez,B
Wren Patel,2,Grade 2 Social Studies,Fall 2026,Felix Nguyen,A
Talia Yazzie,6,Grade 6 Reading,Fall 2025,Hector Dominguez,A
Talia Yazzie,6,Grade 6 Reading,Spring 2026,Rosa Cruz,F
Talia Yazzie,6,Grade 6 Reading,Fall 2026,Marisol Padilla,A
Talia Yazzie,6,Grade 6 Mathematics,Fall 2025,Renata Chen,A
Talia Yazzie,6,Grade 6 Mathematics,Spring 2026,Xavier Torres,A
Talia Yazzie,6,Grade 6 Mathematics,Fall 2026,Ana Tsosie,A
Tanya Young,5,Grade 5 Social Studies,Spring 2026,Javier Patel,C
